dataset,layer_type,structure,experiment,timestep,mean_nnrd,std_nnrd,median_nnrd,q25_nnrd,q75_nnrd,min_nnrd,max_nnrd,n_successful,individual_scores
synth-structure,gin,False,synth-structure_gin_structFalse,10,0.3099706578373626,0.008216481042720047,0.31490329351471524,0.3066481151081084,0.31575951840529315,0.29839293670150163,0.316615743295871,3,"[0.31490329351471524, 0.29839293670150163, 0.316615743295871]"
synth-structure,gin,False,synth-structure_gin_structFalse,11,0.308601434197971,0.002132059352675181,0.30921740793076474,0.30747734822289935,0.31003350703943944,0.30573728851503396,0.31084960614811413,3,"[0.30573728851503396, 0.31084960614811413, 0.30921740793076474]"
synth-structure,gin,False,synth-structure_gin_structFalse,12,0.3087097009308893,0.007042826343799257,0.3131959482878475,0.305980701354812,0.3136818241854457,0.29876545442177643,0.3141677000830439,3,"[0.3141677000830439, 0.29876545442177643, 0.3131959482878475]"
synth-structure,gin,False,synth-structure_gin_structFalse,13,0.31273373228904333,0.007858276382283999,0.307408212581089,0.3071786723484089,0.31562603237570064,0.3069491321157288,0.32384385217031225,3,"[0.3069491321157288, 0.307408212581089, 0.32384385217031225]"
synth-structure,gin,False,synth-structure_gin_structFalse,14,0.30981161458674084,0.012019653897206075,0.309017330464861,0.30226057876099255,0.31696550835154924,0.29550382705712414,0.32491368623823746,3,"[0.309017330464861, 0.29550382705712414, 0.32491368623823746]"
synth-structure,gin,False,synth-structure_gin_structFalse,15,0.3004108145448926,0.004169405400589842,0.29927378012897626,0.29762124774408083,0.30263186413774623,0.29596871535918545,0.30598994814651614,3,"[0.29596871535918545, 0.29927378012897626, 0.30598994814651614]"
synth-structure,gin,False,synth-structure_gin_structFalse,16,0.3048420880282839,0.01232556887749623,0.3091889446337069,0.29861942292299665,0.3132381814362827,0.2880499012122864,0.31728741823885853,3,"[0.2880499012122864, 0.31728741823885853, 0.3091889446337069]"
synth-structure,gin,False,synth-structure_gin_structFalse,17,0.30704929962945454,0.0017317880736548378,0.3067198174293258,0.3059160703819839,0.30801778777686084,0.305112323334642,0.30931575812439593,3,"[0.3067198174293258, 0.305112323334642, 0.30931575812439593]"
synth-structure,gin,False,synth-structure_gin_structFalse,18,0.30862696619643026,0.004318545276268508,0.30958086323825806,0.30625333832067747,0.31147754259309696,0.30292581340309693,0.31337422194793585,3,"[0.30958086323825806, 0.31337422194793585, 0.30292581340309693]"
synth-structure,gin,False,synth-structure_gin_structFalse,19,0.21423592886009266,0.1352155147043606,0.3041832992467811,0.16365267489610316,0.3097928680174264,0.02312205054542519,0.31540243678807167,3,"[0.31540243678807167, 0.3041832992467811, 0.02312205054542519]"
